"id","name","course_url","description","provenance","image_url","special_id","subject"
"csr02203","Foundations of Everyday Leadership","http://www.coursera.org/specializations/strategic-leadership","you will learn about the head and heart of everyday leadership,  individual decision making, group decision making, and managing motivation. The objectives are to understand why and how leadership skills are so cri... moreYou can choose to take  only. Learn more.","University of Michigan, University of Maryland, College Park","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e5/f471d0f76811e5a5175d8aed3cf3b0/AdobeStock_83781931.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00241",""
"csr02204","Applications of Everyday Leadership","http://www.coursera.org/specializations/strategic-leadership","covers the following topics: negotiation, feedback and coaching, conflict  management, and leading change. The objectives are to learn how to use leadership skills to work more effectively with others, how to use leadership skills to ... moreYou can choose to take  only. Learn more.","University of Michigan, University of Maryland, College Park","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e5/f471d0f76811e5a5175d8aed3cf3b0/AdobeStock_83781931.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00241",""
"csr02205","Designing the Organization: From Strategy to Organizational Structure","http://www.coursera.org/specializations/strategic-leadership","you will understand how firms are organized, what factors must be taken  into account in making critical design decisions, and what role managers play in making these choices. In order to answer these questions, we will first develop a co... moreYou can choose to take  only. Learn more.","University of Michigan, University of Maryland, College Park","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e5/f471d0f76811e5a5175d8aed3cf3b0/AdobeStock_83781931.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00241",""
"csr02206","Managing the Organization: From Organizational Design to Execution","http://www.coursera.org/specializations/strategic-leadership","you will build a practical framework to understand the critical linkages  between organization design and the creation of economic value through execution. We will focus on four critical linkages:
1.	How organizational growth and li... moreYou can choose to take  only. Learn more.","University of Michigan, University of Maryland, College Park","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e5/f471d0f76811e5a5175d8aed3cf3b0/AdobeStock_83781931.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00241",""
"csr02207","Business Strategy","http://www.coursera.org/specializations/strategic-leadership","you will learn how organizations create, capture, and maintain value, and  how it is fundamental for sustainable competitive advantage. You will be able to better understand value creation and capture, and learn the tools to analyze both com... moreYou can choose to take  only. Learn more.","University of Michigan, University of Maryland, College Park","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e5/f471d0f76811e5a5175d8aed3cf3b0/AdobeStock_83781931.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00241",""
"csr02208","Corporate Strategy","http://www.coursera.org/specializations/strategic-leadership","you will learn how organizations create, capture, and maintain value, and  how it is fundamental for sustainable competitive advantage. You will be able to better understand economic value creation and value appropriation, and learn the ... moreYou can choose to take  only. Learn more.","University of Michigan, University of Maryland, College Park","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e5/f471d0f76811e5a5175d8aed3cf3b0/AdobeStock_83781931.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00241",""
"csr02209","Strategic Leadership and Management Capstone","http://www.coursera.org/specializations/strategic-leadership","About the Capstone ProjectThe capstone is a strategic leadership and management plan where youll apply what you  will learn to an actual business situation with participation by one or more focal companies. The deliverable will be designed to create value from the perspe... moreYou can choose to take  only. Learn more.","University of Michigan, University of Maryland, College Park","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e5/f471d0f76811e5a5175d8aed3cf3b0/AdobeStock_83781931.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00241",""
"csr02210","Introduction to Game Design","http://www.coursera.org/specializations/game-design","Welcome!  is an introduction to the primary concepts of gaming, and an  exploration of how these basic concepts affect the way gamers interact with our games.  you will understand what defines a game and the mechanics a... moreYou can choose to take  only. Learn more.","University of California, Irvine","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/Spanish-Launch-10-7-images/Campus%20Images/careerSuccess_Tec_banner_thumbnail_flipped.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00242",""
"csr02211","Story and Narrative Development for Video Games","http://www.coursera.org/specializations/game-design",", you will examine how storytelling acts as a vital mechanism for driving  video gameplay forward. Looking at several historical and contemporary games, you will be asked to evaluate and interpret different story styles with the goal of ide... moreYou can choose to take  only. Learn more.","University of California, Irvine","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/Spanish-Launch-10-7-images/Campus%20Images/careerSuccess_Tec_banner_thumbnail_flipped.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00242",""
"csr02212","World Design for Video Games","http://www.coursera.org/specializations/game-design","Start creating your world. A game world is not just a backdrop for your gamebe it  minimal or detailed, contained or part of a much bigger universe, it provides the context for your player. Ultimately, a game world should feel alive and wholly u... moreYou can choose to take  only. Learn more.","University of California, Irvine","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/Spanish-Launch-10-7-images/Campus%20Images/careerSuccess_Tec_banner_thumbnail_flipped.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00242",""
"csr02213","Character Design for Video Games","http://www.coursera.org/specializations/game-design","you will explore concepts and approaches involved in creating successful  character designs that can be applied to video games. Following a first week delving into some foundational concepts for successful character design, each of the r... moreYou can choose to take  only. Learn more.","University of California, Irvine","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/Spanish-Launch-10-7-images/Campus%20Images/careerSuccess_Tec_banner_thumbnail_flipped.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00242",""
"csr02214","Game Design Document: Define the Art & Concepts","http://www.coursera.org/specializations/game-design","About the Capstone ProjectThe Capstone project is a place for you to develop your game idea into a fully-fleshed  proposal. A game design document is your game bible, the go-to document that defines the genre of your game, its look and feel, and the evolution of gameplay. This f... moreYou can choose to take  only. Learn more.","University of California, Irvine","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/Spanish-Launch-10-7-images/Campus%20Images/careerSuccess_Tec_banner_thumbnail_flipped.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00242",""
"csr02215","Firm Level Economics: Consumer and Producer Behavior","http://www.coursera.org/specializations/managerial-economics-business-analysis","All goods and services are subject to scarcity at some level. Scarcity means that  society must develop some allocation mechanism  rules to determine who gets what. Over recorded history, these allocation rules were usually command based  the kin... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0f/97d8309d6711e5b6acc76f28d353dd/Strategic-LeadershipManagement_Candle.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00243",""
"csr02216","Firm Level Economics: Markets and Allocations","http://www.coursera.org/specializations/managerial-economics-business-analysis","In this class, we will derive equilibrium outcomes across a variety of market  structures. We will begin by understanding equilibrium under a market structure called Perfect Competition, a benchmark construction. Economists have tools to mea... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0f/97d8309d6711e5b6acc76f28d353dd/Strategic-LeadershipManagement_Candle.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00243",""
"csr02217","Country Level Economics: Macroeconomic Variables and Markets","http://www.coursera.org/specializations/managerial-economics-business-analysis","discusses how macroeconomic variables affect individuals personal,  professional, and public activities and lays the foundation for the analysis of the mechanisms that drive macroeconomic variables. It start in its first m... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0f/97d8309d6711e5b6acc76f28d353dd/Strategic-LeadershipManagement_Candle.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00243",""
"csr02218","Country Level Economics: Policies, Institutions, and Macroeconomic Performance","http://www.coursera.org/specializations/managerial-economics-business-analysis","examines macroeconomic performance in the short run and the long run based  on the economys institutional and policy environment. The first module develops a model of macroeconomy in the short run when the price level has its own mome... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0f/97d8309d6711e5b6acc76f28d353dd/Strategic-LeadershipManagement_Candle.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00243",""
"csr02219","Exploring and Producing Data for Business Decision Making","http://www.coursera.org/specializations/managerial-economics-business-analysis","provides an analytical framework to help you evaluate key problems in a  structured fashion and will equip you with tools to better manage the uncertainties that pervade and complicate business processes. Specifically, you will be intro... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0f/97d8309d6711e5b6acc76f28d353dd/Strategic-LeadershipManagement_Candle.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00243",""
"csr02220","Inferential and Predictive Statistics for Business","http://www.coursera.org/specializations/managerial-economics-business-analysis","provides an analytical framework to help you evaluate key problems in a  structured fashion and will equip you with tools to better manage the uncertainties that pervade and complicate business processes. The course aim to cover sta... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0f/97d8309d6711e5b6acc76f28d353dd/Strategic-LeadershipManagement_Candle.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00243",""
"csr02221","Managerial Economics and Business Analysis Capstone","http://www.coursera.org/specializations/managerial-economics-business-analysis","About the Capstone ProjectThe capstone project involves an in-depth analysis of an actual business situation in  which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to ... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0f/97d8309d6711e5b6acc76f28d353dd/Strategic-LeadershipManagement_Candle.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00243",""
"csr02222","An Introduction to Interactive Programming in Python (Part 1)","http://www.coursera.org/specializations/computer-fundamentals","This two-part course is designed to help students with very little or no computing  background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is... moreYou can choose to take  only. Learn more.","California Institute of the Arts","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/CalArts_GameDesign_PartnerProvided.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00244",""
"csr02223","An Introduction to Interactive Programming in Python (Part 2)","http://www.coursera.org/specializations/computer-fundamentals","This two-part course is designed to help students with very little or no computing  background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is... moreYou can choose to take  only. Learn more.","California Institute of the Arts","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/CalArts_GameDesign_PartnerProvided.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00244",""
"csr02224","Principles of Computing (Part 1)","http://www.coursera.org/specializations/computer-fundamentals","This two-part course builds upon the programming skills that you learned in our  Introduction to Interactive Programming in Python course.  We will augment those skills with both important programming practices and critical mathematical problem... moreYou can choose to take  only. Learn more.","California Institute of the Arts","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/CalArts_GameDesign_PartnerProvided.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00244",""
"csr02225","Principles of Computing (Part 2)","http://www.coursera.org/specializations/computer-fundamentals","This two-part course introduces the basic mathematical and programming principles that  underlie much of Computer Science. Understanding these principles is crucial to the process of creating efficient and well-structured solutions for computational pr... moreYou can choose to take  only. Learn more.","California Institute of the Arts","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/CalArts_GameDesign_PartnerProvided.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00244",""
"csr02226","Algorithmic Thinking (Part 1)","http://www.coursera.org/specializations/computer-fundamentals","Experienced Computer Scientists analyze and solve computational problems at a level of  abstraction that is beyond that of any particular programming language.  This two-part course builds on the principles that you learned in our Principles of Computin... moreYou can choose to take  only. Learn more.","California Institute of the Arts","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/CalArts_GameDesign_PartnerProvided.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00244",""
"csr02227","Algorithmic Thinking (Part 2)","http://www.coursera.org/specializations/computer-fundamentals","Experienced Computer Scientists analyze and solve computational problems at a level of  abstraction that is beyond that of any particular programming language.  This two-part class is designed to train students in the mathematical concepts and pr... moreYou can choose to take  only. Learn more.","California Institute of the Arts","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/CalArts_GameDesign_PartnerProvided.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00244",""
"csr02228","The Fundamentals of Computing Capstone Exam","http://www.coursera.org/specializations/computer-fundamentals","About the Capstone ProjectWhile most specializations on Coursera conclude with a project-based course, students in  the ""Fundamentals of Computing"" specialization have completed more than 20+ projects during the first six courses of the specialization. Given that much of the mat... moreYou can choose to take  only. Learn more.","California Institute of the Arts","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/CalArts_GameDesign_PartnerProvided.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00244",""
"csr02229","Desarrollando tu musicalidad","http://www.coursera.org/specializations/musico-moderno","Aprende los conceptos bsicos y enfoques necesarios para entender, crear e interpretar  msica contempornea.

Esta obra fue financiada con una donacin del Banco Inter-Americano de Desarrollo con recursos del Fondo Coreano para la Reducci... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/33/6c2b209e9911e58037d32895695437/Business-environments_Arrow.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00245",""
"csr02230","Introduccin a la produccin de msica","http://www.coursera.org/specializations/musico-moderno","Aprende sobre el proceso de produccin de msica -incluyendo la grabacin, la edicin y  la mezcla- y sobre las herramientas disponibles para crear msica contempornea en tu computadora.



Esta obra fue financiada con una donacin del Banco Inter-Amer... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/33/6c2b209e9911e58037d32895695437/Business-environments_Arrow.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00245",""
"csr02231","Composicin de canciones","http://www.coursera.org/specializations/musico-moderno","Aprende un proceso eficiente y efectivo para escribir canciones que expresen tus ideas y  emociones, incluyendo una gama de herramientas que giren alrededor del concepto de prosodia; la adecuacin de letra y msica para apoyar tu mensaje subyacente.... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/33/6c2b209e9911e58037d32895695437/Business-environments_Arrow.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00245",""
"csr02232","Proyecto final de Msico moderno","http://www.coursera.org/specializations/musico-moderno","About the Capstone ProjectLa industria de la msica est experimentando enormes cambios, y como resultado de ello,  los msicos necesitan cada vez ms habilidades en un nmero de reas diferentes para tener xito. El programa especializado de Msico moderno est dise... moreYou can choose to take  only. Learn more.","University of Illinois at Urbana-Champaign","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/33/6c2b209e9911e58037d32895695437/Business-environments_Arrow.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00245",""
"csr02233","Introduction to Game Development","http://www.coursera.org/specializations/game-development","If you love games and want to learn how to make them, then  will start you  down that path. Making games is a creative and technical art form.  you will familiarize yourself with the tools and practices of game development. You ... moreYou can choose to take  only. Learn more.","University of California, Santa Cruz","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5a/9714c78f48e904da8812795fe243c9/Cplusplus_pic.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00246",""
"csr02234","Principles of Game Design","http://www.coursera.org/specializations/game-development","You have a great idea for a game. Turning that idea into a reality isn't just about  knowing the tools.  you will practice moving from game concept through design documentation, prototyping and testing. Numerous elements go into the... moreYou can choose to take  only. Learn more.","University of California, Santa Cruz","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5a/9714c78f48e904da8812795fe243c9/Cplusplus_pic.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00246",""
"csr02235","Business of Games and Entrepreneurship","http://www.coursera.org/specializations/game-development","As well as a form of art and entertainment, games are about business. Whether you want  to work at a game studio, start your own business or make games as a hobby, recognizing the dynamic landscape of the videogame industry is critical to finding your pla... moreYou can choose to take  only. Learn more.","University of California, Santa Cruz","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5a/9714c78f48e904da8812795fe243c9/Cplusplus_pic.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00246",""
"csr02236","Game Development for Modern Platforms","http://www.coursera.org/specializations/game-development","The device or ""platform"" that a game is developed for and played on has a massive impact  on the game development process. In this hands-on course you will explore how to develop a game for a variety of modern platforms, including Web, Windows, Mac OS... moreYou can choose to take  only. Learn more.","University of California, Santa Cruz","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5a/9714c78f48e904da8812795fe243c9/Cplusplus_pic.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00246",""
"csr02237","Game Design and Development Capstone","http://www.coursera.org/specializations/game-development","About the Capstone ProjectIn the game design and development capstone, you will create an original game from  initial concept through implementation and then launch it to the world! Along the way, you will have the opportunity to put your game ideas in front of your peers and... moreYou can choose to take  only. Learn more.","University of California, Santa Cruz","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5a/9714c78f48e904da8812795fe243c9/Cplusplus_pic.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00246",""
"csr02238","Java for Android","http://www.coursera.org/specializations/android-app-development","This MOOC teaches you how to program core features and classes from the Java programming  language that are used in Android, which is the dominant platform for developing and deploying mobile device apps.
In particular, this MOOC covers key Java pro... moreYou can choose to take  only. Learn more.","Rice University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/70/cf7fe09d7911e7ae818b39561dd185/Python-Developer.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00247",""
"csr02239","Android App Components - Intents, Activities, and Broadcast Receivers","http://www.coursera.org/specializations/android-app-development","This 4 week MOOC builds upon the overview of Java and Android covered in Course 1 by  delving deeper into core Android app components, such as intents, activities, and broadcast receivers.  You will learn by example how to program these core... moreYou can choose to take  only. Learn more.","Rice University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/70/cf7fe09d7911e7ae818b39561dd185/Python-Developer.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00247",""
"csr02240","Android App Components - Services, Local IPC, and Content Providers","http://www.coursera.org/specializations/android-app-development","This 4 week MOOC builds upon the core Android app components and concurrency frameworks  covered in Course 2 by focusing on started and bound services, local inter-process communication (IPC), and content providers. Case study apps will be exami... moreYou can choose to take  only. Learn more.","Rice University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/70/cf7fe09d7911e7ae818b39561dd185/Python-Developer.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00247",""
"csr02241","Engineering Maintainable Android Apps","http://www.coursera.org/specializations/android-app-development","Engineering Maintainable Android Apps, which is a 4 week MOOC that shows by example  various methods for engineering maintainable Android apps, including test-driven development methods and how to develop/run unit tests using JUnit and Robo... moreYou can choose to take  only. Learn more.","Rice University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/70/cf7fe09d7911e7ae818b39561dd185/Python-Developer.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00247",""
"csr02242","Capstone MOOC for ""Android App Development""","http://www.coursera.org/specializations/android-app-development","About the Capstone ProjectThe Capstone project integrates material from throughout the Android App Development  Specialization to exercise and assess the ability of learners to create an interesting Android app. Learners will apply knowledge and skills learned in previous MOOCs... moreYou can choose to take  only. Learn more.","Rice University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/70/cf7fe09d7911e7ae818b39561dd185/Python-Developer.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00247",""
"csr02243","C++ For C Programmers, Part B","http://www.coursera.org/learn/r-capstone","R Programming Capstone","University of California, Santa Cruz","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5a/9714c78f48e904da8812795fe243c9/Cplusplus_pic.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF",,""
"csr02244","Python for Genomic Data Science","http://www.coursera.org/learn/python-representation","will continue the introduction to Python programming that started with Python Programming Essentials.  We'll learn about different data representations, including strings, lists, and tuples, that form the core of all Python programs.  We will also teach you how to access files, which will allow you to store and retrieve data within your programs. These concepts and skills will help you to manipulate data and write more complex Python programs.

By the end of the course, you will be able to write Python programs that can manipulate data stored in files.  This will extend your Python programming expertise, enabling you to write a wide range of scripts using Python

 uses Python 3.  While most Python programs continue to use Python 2, Python 3 is the future of the Python programming language.  introduces basic desktop Python development environments, allowing you to run Python programs directly on your computer. This choice enables a smooth transition from online development environments.","Johns Hopkins University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/de/dc7430d30e11e495a3271dcbe3e007/python-01.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF",,""
"csr02245","Developing Android Apps with App Inventor","http://www.coursera.org/learn/c-plus-plus-a","is for experienced C programmers who want to program in C++. The examples and exercises require a basic understanding of algorithms and object-oriented software.","The Hong Kong University of Science and Technology","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/22/a67c60f2d911e6b5fa43ab8dc84892/CourseraLogo1.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF",,""
"csr02246","Studying at Japanese Universities","http://www.coursera.org/learn/python-analysis","will continue the introduction to Python programming that started with Python Programming Essentials and Python Data Representations.  We'll learn about reading, storing, and processing tabular data, which are common tasks.  We will also teach you about CSV files and Python's support for reading and writing them.  CSV files are a generic, plain text file format that allows you to exchange tabular data between different programs. These concepts and skills will help you to further extend your Python programming knowledge and allow you to process more complex data.

By the end of the course, you will be comfortable working with tabular data in Python. This will extend your Python programming expertise, enabling you to write a wider range of scripts using Python.

 uses Python 3.  While most Python programs continue to use Python 2, Python 3 is the future of the Python programming language.  uses basic desktop Python development environments, allowing you to run Python programs directly on your computer.","The University of Tokyo","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/4a/be51e06e7311e6a621d92ba7cd26b7/07-StudyingAtJapaneseUniversities.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF",,""
"csr02247","Fundamentals of Computing","http://www.coursera.org/learn/c-plus-plus-b","is for experienced C programmers who want to program in C++. The examples and exercises require a basic understanding of algorithms and object-oriented software.","Rice University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/47/9b91a0dc4511e5a1f32dc2968fca7e/FundamentalofComputing_1024x1024_graphic.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF",,""
"csr02248","El Msico Moderno","http://www.coursera.org/learn/python-genomics","This class provides an introduction to the Python programming language and the iPython notebook. This is the third course in the Genomic Big Data Science Specialization from Johns Hopkins University.","Berklee, Banco Interamericano de Desarrollo","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/Spanish-Launch-10-7-images/Thumbnails%20of%20Banner%20%28Logos%29/musico_moderno_thumbnail.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF",,""
"csr02249","Introduccin a las Finanzas Corporativas","http://www.coursera.org/learn/app-inventor-android","The course will give students hands-on experience in developing interesting Android applications. No previous experience in programming is needed, and the course is suitable for students with any level of computing experience. MIT App Inventor will be used in the course. It is a blocks-based programming tool that allows everyone, even novices, to start programming and build fully functional apps for Android devices. Students are encouraged to use their own Android devices for hands-on testing and exploitation.","University of Pennsylvania","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/bc/d3b6a0e99111e6a8c51f78ab61cec6/Finance_Coursera_Course_Thumb.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF",,""
